Unnamed: 0,Plate_ID,Row,Col,New_ID,Golden_Gate_Enzyme,Payload_Name,PTag_1_ID,PTag_2_ID,Oralgen Gene ID,GI,Locus,VIMSS (MicrobesOnline #),GeneID,colony_growth,liquid_growth,quivey_successful,quivey_essential,RawMaxOD,TimeMaxOD,PredVMax,TimePredVMax,PassColony,PassLiquid,PassMaxOD,PassTimeMaxOD,PassVMax,PassTimeVMax,PassAll,Pass5,Pass4,Pass3
1098,12,C,6,SMU_966,BsaI,Payload_2,Tag_117,Tag_171,879,24379408.0,SMU.966,VIMSS295711,1029434.0,N,N,Y,N,0.129,24.00306,0.0122996156339806,23.75333,False,False,False,True,False,False,False,False,False,False
1105,12,B,7,SMU_973,BsaI,Payload_2,Tag_25,Tag_109,886,24379415.0,SMU.973,VIMSS295718,1028319.0,N,N,Y,N,1.766,11.75333,0.352752215468143,7.17333,False,False,True,True,True,True,False,False,True,True
1125,12,F,9,SMU_989,BsaI,Payload_2,Tag_133,Tag_163,900,24379429.0,SMU.989,VIMSS295732,1028321.0,N,N,N,?,1.748,24.00306,0.333487284931057,19.54333,False,False,True,True,True,True,False,False,True,True
1131,12,D,10,SMU_993,BsaI,Payload_2,Tag_139,Tag_186,904,24379433.0,SMU.993,VIMSS295736,1028334.0,N,N,N,?,0.113,24.00306,9.22100990761745e-24,1.00333,False,False,False,True,False,False,False,False,False,False
1140,12,E,11,SMU_1002,BsaI,Payload_2,Tag_46,Tag_188,913,24379442.0,SMU.1002,VIMSS295745,1028341.0,N,N,N,?,0.106,22.25333,1.7297852681511102e-19,1.00333,False,False,False,True,False,False,False,False,False,False
1179,13,D,4,SMU_1035,BsaI,Payload_2,Tag_38,Tag_113,944,24379473.0,SMU.1035,VIMSS295776,1028371.0,N,N,N,Y,1.749,12.00333,0.324734833196575,7.72306,False,False,True,True,True,True,False,False,True,True
1189,13,F,5,SMU_1045c,BsaI,Payload_1,Tag_83,Tag_176,954,24379483.0,SMU.1045c,VIMSS295786,1028373.0,N,N,N,?,0.113,24.00306,1.12651652221357e-10,23.38306,False,False,False,True,False,False,False,False,False,False
1190,13,G,5,SMU_1046c,BsaI,Payload_1,Tag_73,Tag_83,955,24379484.0,SMU.1046c,VIMSS295787,1028369.0,N,N,Y,N,0.106,14.75333,3.81452514261591e-15,1.00306,False,False,False,True,False,False,False,False,False,False
1192,13,A,6,SMU_1047c,BsaI,Payload_1,Tag_21,Tag_62,956,24379485.0,SMU.1047c,VIMSS295788,1028379.0,N,N,N,?,0.099,5.25306,1.8816180236751e-23,1.00306,False,False,False,False,False,False,False,False,False,False
1195,13,D,6,SMU_1051,BsaI,Payload_2,Tag_57,Tag_71,959,24379488.0,SMU.1051,VIMSS295791,1028380.0,N,N,N,Y,0.171,24.00306,0.0235363486522912,23.75306,False,False,False,True,False,False,False,False,False,False
1266,14,C,3,SMU_1114,BsaI,Payload_1,Tag_110,Tag_134,1017,,,,,Y,N,N,?,0.118,23.67,2.86875248245336e-23,1.33639,True,False,False,True,False,False,False,False,False,False
1267,14,D,3,SMU_1115,BsaI,Payload_2,Tag_30,Tag_87,1018,24379547.0,SMU.1115,VIMSS295850,1028428.0,N,N,N,Y,0.11,22.00333,3.16792930923224e-26,1.33639,False,False,False,True,False,False,False,False,False,False
1273,14,B,4,SMU_1120,BsaI,Payload_1,Tag_82,Tag_128,1023,,,,,N,Y,Y,N,1.582,10.66972,0.325830039965204,6.14639,False,True,True,True,True,True,False,True,True,True
1279,14,H,4,SMU_1126,BsaI,Payload_2,Tag_81,Tag_186,1029,24379558.0,SMU.1126,VIMSS295861,1029377.0,N,N,N,Y,0.114,2.67,-6.72740149089335e-16,1.33639,False,False,False,False,False,False,False,False,False,False
1287,14,H,5,SMU_1134c,BsaI,Payload_1,Tag_32,Tag_145,1036,24379565.0,SMU.1134c,VIMSS295868,1029559.0,N,N,N,Y,0.11,2.67,-1.88082445524166e-22,1.33639,False,False,False,False,False,False,False,False,False,False
1288,14,A,6,SMU_1135,BsaI,Payload_1,Tag_149,Tag_191,1037,,,,,N,N,N,Y,0.104,2.67,-1.16222199117687e-22,1.33639,False,False,False,False,False,False,False,False,False,False
1289,14,B,6,SMU_1136,BsaI,Payload_1,Tag_107,Tag_182,1038,,,,,N,N,N,Y,0.106,2.67,1.3286032088148799e-27,1.33639,False,False,False,False,False,False,False,False,False,False
1290,14,C,6,SMU_1137,BsaI,Payload_1,Tag_50,Tag_143,1039,,,,,N,N,N,Y,0.107,15.33639,9.79692848520284e-27,1.33639,False,False,False,True,False,False,False,False,False,False
1291,14,D,6,SMU_1138,BsaI,Payload_1,Tag_106,Tag_136,1040,,,,,N,N,N,?,0.105,23.67,8.636391525219501e-22,1.33639,False,False,False,True,False,False,False,False,False,False
1295,14,H,6,SMU_1142c,BsaI,Payload_1,Tag_103,Tag_175,1044,24379573.0,SMU.1142c,VIMSS295876,1029353.0,N,N,N,Y,0.109,2.67,-2.44649982800951e-19,1.33639,False,False,False,False,False,False,False,False,False,False
1296,14,A,7,SMU_1143c,BsaI,Payload_1,Tag_42,Tag_174,1045,24379574.0,SMU.1143c,VIMSS295877,1029256.0,N,N,N,?,0.101,2.67,1.3460031304007301e-19,1.33639,False,False,False,False,False,False,False,False,False,False
1320,14,A,10,SMU_1165c,BbsI,Payload_3,Tag_167,Tag_188,1066,24379595.0,SMU.1165c,VIMSS295898,1028466.0,N,Y,Y,N,1.552,12.00306,0.326864406838476,6.36639,False,True,True,True,True,True,False,True,True,True
1343,14,H,12,SMU_1187,BsaI,Payload_1,Tag_2,Tag_190,1086,,,,,Y,N,N,?,0.105,8.33639,-9.8503914132347e-23,1.33639,True,False,False,True,False,False,False,False,False,False
1347,15,D,1,SMU_1190,BsaI,Payload_1,Tag_62,Tag_136,1089,,,,,N,N,N,Y,0.109,23.67,-2.16655773911265e-22,1.33667,False,False,False,True,False,False,False,False,False,False
1348,15,E,1,SMU_1191,BsaI,Payload_1,Tag_47,Tag_124,1090,,,,,N,N,N,Y,0.111,23.67,-3.4400411059728204e-25,1.33667,False,False,False,True,False,False,False,False,False,False
1349,15,F,1,SMU_1192,BsaI,Payload_1,Tag_41,Tag_93,1091,,,,,N,N,N,Y,0.11,1.67,-2.00510816100303e-22,1.33667,False,False,False,False,False,False,False,False,False,False
1357,15,F,2,SMU_1200,BsaI,Payload_1,Tag_54,Tag_66,1097,,,,,N,N,N,?,0.118,23.67,9.96053893004518e-28,1.33667,False,False,False,True,False,False,False,False,False,False
1361,15,B,3,SMU_1204,BbsI,Payload_3,Tag_95,Tag_191,1100,,,,,Y,N,N,Y,0.109,2.00333,4.583251668206941e-25,1.33667,True,False,False,False,False,False,False,False,False,False
1362,15,C,3,SMU_1205c,BbsI,Payload_3,Tag_18,Tag_64,1101,24379630.0,SMU.1205c,VIMSS295933,1028501.0,N,Y,Y,N,1.164,23.67,0.244814840623444,7.21667,False,True,True,True,True,True,False,True,True,True
1363,15,D,3,SMU_1206c,BsaI,Payload_1,Tag_48,Tag_142,1102,24379631.0,SMU.1206c,VIMSS295934,1028500.0,Y,N,Y,N,0.12,23.67,3.9852223463915897e-22,1.33667,True,False,False,True,False,False,False,False,False,False
1368,15,A,4,SMU_1210,BsaI,Payload_1,Tag_36,Tag_129,1106,,,,,N,N,N,Y,0.105,2.00333,7.13758989621154e-14,1.33667,False,False,False,False,False,False,False,False,False,False
1369,15,B,4,SMU_1211,BsaI,Payload_2,Tag_64,Tag_130,1107,24379636.0,SMU.1211,VIMSS295939,1028505.0,N,N,N,Y,0.123,2.00333,-6.020535566760921e-21,1.33667,False,False,False,False,False,False,False,False,False,False
1407,15,H,8,SMU_1247,BsaI,Payload_1,Tag_53,Tag_75,1140,,,,,Y,N,N,?,0.106,2.00333,-1.22043642832479e-20,1.33667,True,False,False,False,False,False,False,False,False,False
1439,15,H,12,SMU_1277,BbsI,Payload_3,Tag_24,Tag_174,1167,,,,,N,N,N,?,0.108,7.67028,-6.278907375469059e-18,1.33667,False,False,False,True,False,False,False,False,False,False
1449,16,B,2,SMU_1288,BsaI,Payload_1,Tag_59,Tag_107,1175,,,,,N,N,N,?,0.191,24.00361,0.0311958538470759,23.66694,False,False,False,True,False,False,False,False,False,False
1452,16,E,2,SMU_1291c,BsaI,Payload_1,Tag_101,Tag_173,1178,24379707.0,SMU.1291c,VIMSS296010,1028565.0,N,N,N,?,0.389,24.00361,0.0853673945542177,23.66694,False,False,True,True,False,False,False,False,False,False
1456,16,A,3,SMU_1294,BsaI,Payload_1,Tag_57,Tag_184,1181,,,,,Y,N,N,?,0.345,24.00361,0.127560327385222,23.66694,True,False,True,True,True,False,False,False,True,True
1460,16,E,3,SMU_1298,BsaI,Payload_2,Tag_88,Tag_132,1185,24379714.0,SMU.1298,VIMSS296017,1028520.0,N,N,N,Y,0.112,3.33694,1.55536311987655e-15,1.33694,False,False,False,False,False,False,False,False,False,False
1492,16,E,7,SMU_1326,BsmBI/Esp3I,Payload_5,Tag_37,Tag_155,1211,,,,,N,N,N,Y,0.114,24.00361,2.94623545563583e-13,1.33694,False,False,False,True,False,False,False,False,False,False
1606,17,G,9,SMU_1426c,BsaI,Payload_1,Tag_56,Tag_138,1301,24379829.0,SMU.1426c,VIMSS296132,1028685.0,N,N,N,?,0.284,19.67,0.0120528071484465,1.33667,False,False,True,True,False,False,False,False,False,False
1608,17,A,10,SMU_1428c,BsaI,Payload_1,Tag_48,Tag_62,1303,24379831.0,SMU.1428c,VIMSS296134,1028682.0,N,N,N,?,0.109,10.67,6.56255972921178e-23,1.33667,False,False,False,True,False,False,False,False,False,False
1609,17,B,10,SMU_1429,BsaI,Payload_2,Tag_96,Tag_168,1304,24379832.0,SMU.1429,VIMSS296135,1028689.0,Y,N,N,Y,0.117,24.00333,4.923368621919631e-17,1.33667,True,False,False,True,False,False,False,False,False,False
1625,17,B,12,SMU_1444c,BsaI,Payload_1,Tag_115,Tag_141,1315,24379843.0,SMU.1444c,VIMSS296146,1028706.0,N,N,Y,N,0.119,24.00333,2.74999729791079e-16,1.33667,False,False,False,True,False,False,False,False,False,False
1641,18,B,2,SMU_1457,BsaI,Payload_1,Tag_30,Tag_156,1327,,,,,N,N,N,?,0.116,20.00333,7.36615561995317e-16,1.33667,False,False,False,True,False,False,False,False,False,False
1644,18,E,2,SMU_1460,BsaI,Payload_1,Tag_15,Tag_36,1329,,,,,Y,N,Y,N,0.119,21.00333,4.39126852809576e-31,1.33667,True,False,False,True,False,False,False,False,False,False
1645,18,F,2,SMU_1461,BbsI,Payload_3,Tag_69,Tag_141,1330,,,,,N,N,Y,N,0.125,23.33667,4.01100878099479e-21,1.33667,False,False,False,True,False,False,False,False,False,False
1649,18,B,3,SMU_1465c,BsaI,Payload_1,Tag_49,Tag_52,1334,24379862.0,SMU.1465c,VIMSS296165,1028727.0,Y,N,Y,N,0.109,20.00333,1.52521266569884e-18,1.33667,True,False,False,True,False,False,False,False,False,False
1658,18,C,4,SMU_1474c,BsaI,Payload_1,Tag_134,Tag_166,1341,24379869.0,SMU.1474c,VIMSS296172,1029577.0,N,N,Y,N,0.11,6.00333,1.4627563450748401e-19,1.33667,False,False,False,False,False,False,False,False,False,False
1680,18,A,7,SMU_1495,BsaI,Payload_1,Tag_54,Tag_87,1360,,,,,N,Y,Y,N,1.847,11.67,0.336114523210239,7.18667,False,True,True,True,True,True,False,True,True,True
1685,18,F,7,SMU_1499,BsaI,Payload_1,Tag_11,Tag_55,1363,,,,,N,N,Y,N,0.115,11.33667,1.9266133410081602e-21,1.33667,False,False,False,True,False,False,False,False,False,False
1686,18,G,7,SMU_1500,BsaI,Payload_1,Tag_54,Tag_121,1364,,,,,N,Y,N,?,1.72,14.33667,0.274491009046313,8.83667,False,True,True,True,True,True,False,True,True,True
1699,18,D,9,SMU_1510,BsaI,Payload_1,Tag_28,Tag_173,1372,,,,,Y,N,N,Y,0.172,24.00333,0.0168659865119767,23.66667,True,False,False,True,False,False,False,False,False,False
1700,18,E,9,SMU_1511c,BsaI,Payload_1,Tag_53,Tag_181,1373,24379901.0,SMU.1511c,VIMSS296204,1028753.0,N,N,Y,N,0.114,23.00333,1.37647381455448e-22,1.33667,False,False,False,True,False,False,False,False,False,False
1701,18,F,9,SMU_1512,BsaI,Payload_1,Tag_125,Tag_191,1374,,,,,N,N,N,Y,0.12,23.00333,1.63426947194514e-21,1.33667,False,False,False,True,False,False,False,False,False,False
1718,18,G,11,SMU_1527,BsaI,Payload_1,Tag_49,Tag_77,1388,,,,,N,N,Y,N,0.12,23.00333,9.09905215906454e-23,1.33667,False,False,False,True,False,False,False,False,False,False
1719,18,H,11,SMU_1528,BsaI,Payload_1,Tag_181,Tag_190,1389,,,,,Y,N,Y,N,0.189,23.67,0.0201164657083907,23.66667,True,False,False,True,False,False,False,False,False,False
1720,18,A,12,SMU_1529,BsaI,Payload_1,Tag_48,Tag_116,1390,,,,,N,N,N,Y,0.104,15.33667,9.08494933334818e-24,1.33667,False,False,False,True,False,False,False,False,False,False
1721,18,B,12,SMU_1530,BsaI,Payload_1,Tag_91,Tag_128,1391,,,,,N,N,N,Y,0.107,10.00333,2.14270074610808e-16,1.33667,False,False,False,True,False,False,False,False,False,False
1722,18,C,12,SMU_1531,BsaI,Payload_1,Tag_70,Tag_96,1392,,,,,N,N,Y,N,0.111,10.00333,1.27822340724736e-17,1.33667,False,False,False,True,False,False,False,False,False,False
1723,18,D,12,SMU_1532,BsaI,Payload_1,Tag_26,Tag_67,1393,,,,,N,N,Y,N,0.111,10.00333,2.96492289076358e-16,1.33667,False,False,False,True,False,False,False,False,False,False
1724,18,E,12,SMU_1533,BbsI,Payload_3,Tag_75,Tag_172,1394,,,,,N,N,Y,N,0.112,10.00333,1.52622316718819e-18,1.33667,False,False,False,True,False,False,False,False,False,False
1725,18,F,12,SMU_1534,BsaI,Payload_1,Tag_18,Tag_25,1395,,,,,Y,N,N,?,0.176,24.00333,0.0204911447601572,23.66667,True,False,False,True,False,False,False,False,False,False
1734,19,G,1,SMU_1542c,BsaI,Payload_1,Tag_52,Tag_166,1402,24379930.0,SMU.1542c,VIMSS296233,1028785.0,Y,N,N,Y,0.154,24.00333,0.0055508337531874,23.66667,True,False,False,True,False,False,False,False,False,False
1735,19,H,1,SMU_1543,BsaI,Payload_1,Tag_88,Tag_166,1403,,,,,N,N,N,Y,0.243,13.67,3.70079374833077e-20,1.33667,False,False,False,True,False,False,False,False,False,False
1747,19,D,3,SMU_1556,BsaI,Payload_1,Tag_83,Tag_151,1415,,,,,N,N,N,?,0.159,24.00333,1.40790778650355e-17,1.33667,False,False,False,True,False,False,False,False,False,False
1757,19,F,4,SMU_1565,BsaI,Payload_1,Tag_12,Tag_172,1423,,,,,N,Y,Y,N,1.598,12.33667,0.290080229267184,7.70667,False,True,True,True,True,True,False,True,True,True
1765,19,F,5,SMU_1573,BbsI,Payload_3,Tag_33,Tag_135,1430,,,,,Y,N,N,Y,0.123,24.00333,3.7350076195861103e-19,1.33667,True,False,False,True,False,False,False,False,False,False
1775,19,H,6,SMU_1581,BsaI,Payload_1,Tag_121,Tag_122,1437,,,,,Y,N,N,?,0.726,24.00333,0.294691159043026,23.66667,True,False,True,True,True,False,False,False,True,True
